ID,Year
1377,1996-07-01
1378,1996-07-01
1379,1992-10-01
1380,1991-01-09
1381,1988-01-01
1382,1996-07-01
1383,1996-06-06
1384,1996-06-06
1385,1994-10-05
1386,1996-06-01
1387,1996-06-01
1388,1996-06-01
1389,1996-06-01
1390,1996-05-06
1391,1996-05-01
1392,1996-05-01
1393,1996-05-01
1394,1994-06-01
1395,1996-05-01
1396,1996-05-01
1397,1996-05-01
1398,1994-05-01
1399,1996-04-08
1400,1996-04-01
1401,1996-04-01
1402,1996-04-01
1403,1996-03-08
1404,1996-03-01
1405,1996-01-01
1406,1996-02-07
1407,1996-02-07
1408,1996-01-01
1409,1996-01-01
1410,1996-01-01
1411,1995-07-01
1412,1996-01-01
1413,1996-01-01
1414,1996-01-01
1415,1994-05-01
1416,1996-01-01
1417,1996-01-01
1418,1996-01-01
1419,1996-01-01
1420,1996-01-01
1421,1996-01-01
1422,1996-01-01
1423,1996-01-01
1424,1996-01-01
1425,1996-01-01
1426,1996-01-01
1427,1996-01-01
1428,1996-01-01
1429,1996-01-01
1430,1996-01-01
1431,1995-12-15
1432,1995-12-09
1433,1995-12-09
1434,1995-12-09
1435,1995-12-09
1436,1995-12-09
1437,1995-12-09
1438,1995-12-09
1439,1995-12-09
1440,1995-12-09
1441,1995-12-09
1442,1995-12-09
1443,1995-12-09
1444,1995-12-09
1445,1995-09-05
1446,1995-12-02
1447,1995-12-01
1448,1995-12-01
1449,1993-07-01
1450,1991-10-01
1451,1995-12-01
1452,1995-12-01
1453,1994-02-01
1454,1995-12-01
1455,1995-12-01
1456,1995-11-04
1457,1995-11-01
1458,1995-11-01
1459,1995-11-01
1460,1995-11-01
1461,1995-11-01
1462,1990-08-22
1463,1995-10-05
1464,1995-10-01
1465,1995-10-01
1466,1995-10-01
1467,1995-09-01
1468,1995-09-01
1469,1995-09-01
1470,1995-08-06
1471,1995-08-06
1472,1994-03-09
1473,1993-04-08
1474,1992-05-08
1475,1995-08-06
1476,1995-08-06
1477,1995-08-01
1478,1995-08-01
1479,1995-07-01
1480,1995-07-01
1481,1995-07-01
1482,1995-07-01
1483,1995-07-01
1484,1995-07-01
1485,1995-07-01
1486,1995-07-01
1487,1995-07-01
1488,1995-07-01
1489,1995-07-01
1490,1991-07-01
1491,1989-11-01
1492,1995-06-01
1493,1995-06-01
1494,1995-06-01
1495,1995-05-08
1496,1995-05-01
